"AUXLR254.Code.or.Value","AUXLR254.Value.Description","AUXLR254.Count","AUXLR254.Cumulative","AUXLR254.Skip.to.Item"
"-22 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
