"AUXRR127.Code.or.Value","AUXRR127.Value.Description","AUXRR127.Count","AUXRR127.Cumulative","AUXRR127.Skip.to.Item"
"-30 to 42","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
