"RFXT158.Code.or.Value","RFXT158.Value.Description","RFXT158.Count","RFXT158.Cumulative","RFXT158.Skip.to.Item"
"1380 to 1388","Range of Values",51051,51051,NA
".","Missing",25,51076,NA
