"LBD170LC.Code.or.Value","LBD170LC.Value.Description","LBD170LC.Count","LBD170LC.Cumulative","LBD170LC.Skip.to.Item"
"0","detectable result",1218,1218,NA
"1","below detectable limit",1083,2301,NA
".","Missing",246,2547,NA
