"RHQ305.Code.or.Value","RHQ305.Value.Description","RHQ305.Count","RHQ305.Cumulative","RHQ305.Skip.to.Item"
"1","Yes",266,266,""
"2","No",1987,2253,"RHQ395"
"7","Refused",0,2253,"RHQ395"
"9","Don't know",33,2286,"RHQ395"
".","Missing",1012,3298,""
