"AUXLR228.Code.or.Value","AUXLR228.Value.Description","AUXLR228.Count","AUXLR228.Cumulative","AUXLR228.Skip.to.Item"
"-11 to 71","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
