"DUQ210.Code.or.Value","DUQ210.Value.Description","DUQ210.Count","DUQ210.Cumulative","DUQ210.Skip.to.Item"
"7 to 50","Range of Values",1711,1711,NA
"6","6 years or under",4,1715,NA
"777","Refused",0,1715,NA
"999","Don't know",0,1715,NA
".","Missing",3128,4843,NA
