"RHQ510.Code.or.Value","RHQ510.Value.Description","RHQ510.Count","RHQ510.Cumulative","RHQ510.Skip.to.Item"
"1","Yes",288,288,""
"2","No",2897,3185,"RHQ535"
"7","Refused",0,3185,"RHQ535"
"9","Don't know",2,3187,"RHQ535"
".","Missing",377,3564,""
