"RHQ570.Code.or.Value","RHQ570.Value.Description","RHQ570.Count","RHQ570.Cumulative","RHQ570.Skip.to.Item"
"1","Yes",89,89,""
"2","No",318,407,"RHQ578"
"7","Refused",0,407,"RHQ578"
"9","Don't know",38,445,"RHQ578"
".","Missing",3152,3597,""
