"SMQ819.Code.or.Value","SMQ819.Value.Description","SMQ819.Count","SMQ819.Cumulative","SMQ819.Skip.to.Item"
"1","Today",23,23,NA
"2","Yesterday",26,49,NA
"3","3 to 5 days ago",8,57,NA
"7","Refused",0,57,NA
"9","Don't know",0,57,NA
".","Missing",7388,7445,NA
