"AUXLR123.Code.or.Value","AUXLR123.Value.Description","AUXLR123.Count","AUXLR123.Cumulative","AUXLR123.Skip.to.Item"
"-33 to 52","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
