"KIQ141.Code.or.Value","KIQ141.Value.Description","KIQ141.Count","KIQ141.Cumulative","KIQ141.Skip.to.Item"
"1","Yes",338,338,""
"2","No",73,411,"KIQ182"
"7","Refused",0,411,"KIQ182"
"9","Don't know",12,423,"KIQ182"
".","Missing",5284,5707,""
