"AUXLR134.Code.or.Value","AUXLR134.Value.Description","AUXLR134.Count","AUXLR134.Cumulative","AUXLR134.Skip.to.Item"
"-19 to 80","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
