"AUXRR276.Code.or.Value","AUXRR276.Value.Description","AUXRR276.Count","AUXRR276.Cumulative","AUXRR276.Skip.to.Item"
"-31 to 69","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
