"AUDTYL61.Code.or.Value","AUDTYL61.Value.Description","AUDTYL61.Count","AUDTYL61.Cumulative","AUDTYL61.Skip.to.Item"
"0 to 2.34","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
