"AUDTYR43.Code.or.Value","AUDTYR43.Value.Description","AUDTYR43.Count","AUDTYR43.Cumulative","AUDTYR43.Skip.to.Item"
"0 to 2.75","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
