"AUXLR114.Code.or.Value","AUXLR114.Value.Description","AUXLR114.Count","AUXLR114.Cumulative","AUXLR114.Skip.to.Item"
"-47 to 50","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
