"LBC180LA.Code.or.Value","LBC180LA.Value.Description","LBC180LA.Count","LBC180LA.Cumulative","LBC180LA.Skip.to.Item"
"0.16 to 141","Range of Values",247,247,NA
".","Missing",0,247,NA
