"DBD930.Code.or.Value","DBD930.Value.Description","DBD930.Count","DBD930.Cumulative","DBD930.Skip.to.Item"
"1","Yes",2187,2187,NA
"2","No",263,2450,NA
"7","Refused",0,2450,NA
"9","Don't know",0,2450,NA
".","Missing",495,2945,NA
