"AUQ040.Code.or.Value","AUQ040.Value.Description","AUQ040.Count","AUQ040.Cumulative","AUQ040.Skip.to.Item"
"1 to 24","Range of Values",540,540,NA
"77","SP refused",0,540,NA
"99","Don't know",0,540,NA
".","Missing",3960,4500,NA
