"MCQ080.Code.or.Value","MCQ080.Value.Description","MCQ080.Count","MCQ080.Cumulative","MCQ080.Skip.to.Item"
"1","Yes",440,440,NA
"2","No",3906,4346,NA
"7","Refused",0,4346,NA
"9","Don't know",3,4349,NA
".","Missing",5144,9493,NA
