"AUDTYR06.Code.or.Value","AUDTYR06.Value.Description","AUDTYR06.Count","AUDTYR06.Cumulative","AUDTYR06.Skip.to.Item"
"0 to 1.03","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
