"RFXC131.Code.or.Value","RFXC131.Value.Description","RFXC131.Count","RFXC131.Cumulative","RFXC131.Skip.to.Item"
"-7.978 to 6.534","Range of Values",51056,51056,NA
".","Missing",20,51076,NA
