"AUDTYL13.Code.or.Value","AUDTYL13.Value.Description","AUDTYL13.Count","AUDTYL13.Cumulative","AUDTYL13.Skip.to.Item"
"0 to 1.66","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
