"DIQ080.Code.or.Value","DIQ080.Value.Description","DIQ080.Count","DIQ080.Cumulative","DIQ080.Skip.to.Item"
"1","Yes",133,133,NA
"2","No",594,727,NA
"7","Refused",0,727,NA
"9","Don't know",7,734,NA
".","Missing",9375,10109,NA
