"KIQ026.Code.or.Value","KIQ026.Value.Description","KIQ026.Count","KIQ026.Cumulative","KIQ026.Skip.to.Item"
"1","Yes",458,458,""
"2","No",5090,5548,"KIQ005"
"7","Refused",1,5549,"KIQ005"
"9","Don't know",10,5559,"KIQ005"
".","Missing",1,5560,""
