"DIQ050.Code.or.Value","DIQ050.Value.Description","DIQ050.Count","DIQ050.Cumulative","DIQ050.Skip.to.Item"
"1","Yes",213,213,""
"2","No",9149,9362,"DIQ065"
"7","Refused",1,9363,"DIQ065"
"9","Don't know",0,9363,"DIQ065"
".","Missing",1,9364,""
