"AUXRR114.Code.or.Value","AUXRR114.Value.Description","AUXRR114.Count","AUXRR114.Cumulative","AUXRR114.Skip.to.Item"
"-41 to 72","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
