"CIQP31.Code.or.Value","CIQP31.Value.Description","CIQP31.Count","CIQP31.Cumulative","CIQP31.Skip.to.Item"
"18 to 36","Range of Values",6,6,NA
"77","Refused",0,6,NA
"99","Don't know",0,6,NA
".","Missing",844,850,NA
