"AUDTYL38.Code.or.Value","AUDTYL38.Value.Description","AUDTYL38.Count","AUDTYL38.Cumulative","AUDTYL38.Skip.to.Item"
"0 to 2.94","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
