"AUXRR124.Code.or.Value","AUXRR124.Value.Description","AUXRR124.Count","AUXRR124.Cumulative","AUXRR124.Skip.to.Item"
"-78 to 63","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
