"TYXA172.Code.or.Value","TYXA172.Value.Description","TYXA172.Count","TYXA172.Cumulative","TYXA172.Skip.to.Item"
"0.128 to 6.724","Range of Values",2844,2844,NA
".","Missing",5625,8469,NA
