"WHD060.Code.or.Value","WHD060.Value.Description","WHD060.Count","WHD060.Cumulative","WHD060.Skip.to.Item"
"1","Yes",508,508,"WHQ090"
"2","No",376,884,""
"7","Refused",0,884,""
"9","Don't know",0,884,""
".","Missing",5160,6044,""
