"CIQD102.Code.or.Value","CIQD102.Value.Description","CIQD102.Count","CIQD102.Cumulative","CIQD102.Skip.to.Item"
"0 to 28","Range of Values",34,34,NA
"77","Refuse",0,34,NA
"99","Don't know",2,36,NA
".","Missing",742,778,NA
