"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-31 to 40","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
