"RFXC069.Code.or.Value","RFXC069.Value.Description","RFXC069.Count","RFXC069.Cumulative","RFXC069.Skip.to.Item"
"-7.555 to 4.742","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
