"AUDTYL72.Code.or.Value","AUDTYL72.Value.Description","AUDTYL72.Count","AUDTYL72.Cumulative","AUDTYL72.Skip.to.Item"
"0 to 1.22","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
