"AUDTYR81.Code.or.Value","AUDTYR81.Value.Description","AUDTYR81.Count","AUDTYR81.Cumulative","AUDTYR81.Skip.to.Item"
"0 to 0.31","Range of Values",1890,1890,NA
".","Missing",156,2046,NA
