"RHQ305.Code.or.Value","RHQ305.Value.Description","RHQ305.Count","RHQ305.Cumulative","RHQ305.Skip.to.Item"
"1","Yes",292,292,""
"2","No",2316,2608,"RHQ395"
"7","Refused",1,2609,"RHQ395"
"9","Don't know",28,2637,"RHQ395"
".","Missing",1108,3745,""
