"WBXA066.Code.or.Value","WBXA066.Value.Description","WBXA066.Count","WBXA066.Cumulative","WBXA066.Skip.to.Item"
"-1.3804 to 0.9998","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
