"AUQ210.Code.or.Value","AUQ210.Value.Description","AUQ210.Count","AUQ210.Cumulative","AUQ210.Skip.to.Item"
"1","Yes",380,380,""
"2","No",4655,5035,"AUQ230"
"7","Refused",0,5035,"AUQ230"
"9","Don't know",5,5040,"AUQ230"
".","Missing",4605,9645,""
