"AUDTYL10.Code.or.Value","AUDTYL10.Value.Description","AUDTYL10.Count","AUDTYL10.Cumulative","AUDTYL10.Skip.to.Item"
"0 to 1.81","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
