"AUXRR213.Code.or.Value","AUXRR213.Value.Description","AUXRR213.Count","AUXRR213.Cumulative","AUXRR213.Skip.to.Item"
"-11 to 47","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
