"AUXLR243.Code.or.Value","AUXLR243.Value.Description","AUXLR243.Count","AUXLR243.Cumulative","AUXLR243.Skip.to.Item"
"-34 to 43","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
