"TYXA152.Code.or.Value","TYXA152.Value.Description","TYXA152.Count","TYXA152.Cumulative","TYXA152.Skip.to.Item"
"0.209 to 6.683","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
