"AUQ040.Code.or.Value","AUQ040.Value.Description","AUQ040.Count","AUQ040.Cumulative","AUQ040.Skip.to.Item"
"1 to 24","Range of Values",500,500,NA
"77","SP refused",0,500,NA
"99","Don't know",3,503,NA
".","Missing",707,1210,NA
