"LBD196LC.Code.or.Value","LBD196LC.Value.Description","LBD196LC.Count","LBD196LC.Cumulative","LBD196LC.Skip.to.Item"
"0","At or above the detection limit",286,286,NA
"1","Below lower detection limit",6,292,NA
".","Missing",9,301,NA
