"AUXRR221.Code.or.Value","AUXRR221.Value.Description","AUXRR221.Count","AUXRR221.Cumulative","AUXRR221.Skip.to.Item"
"-39 to 83","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
