"LBD105LC.Code.or.Value","LBD105LC.Value.Description","LBD105LC.Count","LBD105LC.Cumulative","LBD105LC.Skip.to.Item"
"0","detectable result",1830,1830,NA
"1","below detectable limit",49,1879,NA
".","Missing",406,2285,NA
