"KIQ161.Code.or.Value","KIQ161.Value.Description","KIQ161.Count","KIQ161.Cumulative","KIQ161.Skip.to.Item"
"0 to 85","Range of Values",166,166,NA
"777","Refused",0,166,NA
"999","Don't know",0,166,NA
".","Missing",2220,2386,NA
