"AUXRR110.Code.or.Value","AUXRR110.Value.Description","AUXRR110.Count","AUXRR110.Cumulative","AUXRR110.Skip.to.Item"
"-59 to 67","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
