"SXQ824.Code.or.Value","SXQ824.Value.Description","SXQ824.Count","SXQ824.Cumulative","SXQ824.Skip.to.Item"
"1 to 1000","Range of Values",1519,1519,NA
"2000","2000 or more",1,1520,NA
"77777","Refused",9,1529,NA
"99999","Don't know",10,1539,NA
".","Missing",3257,4796,NA
