"DUQ360.Code.or.Value","DUQ360.Value.Description","DUQ360.Count","DUQ360.Cumulative","DUQ360.Skip.to.Item"
"1 to 30","Range of Values",30,30,NA
"77","Refused",0,30,NA
"99","Don't know",0,30,NA
".","Missing",5027,5057,NA
