"AUXRR110.Code.or.Value","AUXRR110.Value.Description","AUXRR110.Count","AUXRR110.Cumulative","AUXRR110.Skip.to.Item"
"-55 to 96","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
