"LBD146LC.Code.or.Value","LBD146LC.Value.Description","LBD146LC.Count","LBD146LC.Cumulative","LBD146LC.Skip.to.Item"
"0","At or above the detection limit",1864,1864,NA
"1","Below lower detection limit",30,1894,NA
".","Missing",391,2285,NA
