"RHQ332.Code.or.Value","RHQ332.Value.Description","RHQ332.Count","RHQ332.Cumulative","RHQ332.Skip.to.Item"
"20 to 79","Range of Values",358,358,NA
"777","Refused",0,358,NA
"999","Don't know",12,370,NA
".","Missing",3114,3484,NA
