"AUXLR117.Code.or.Value","AUXLR117.Value.Description","AUXLR117.Count","AUXLR117.Cumulative","AUXLR117.Skip.to.Item"
"-40 to 62","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
