"AUDTYR49.Code.or.Value","AUDTYR49.Value.Description","AUDTYR49.Count","AUDTYR49.Cumulative","AUDTYR49.Skip.to.Item"
"0 to 3.47","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
