"AUXRR250.Code.or.Value","AUXRR250.Value.Description","AUXRR250.Count","AUXRR250.Cumulative","AUXRR250.Skip.to.Item"
"-30 to 111","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
