"AUDTYL20.Code.or.Value","AUDTYL20.Value.Description","AUDTYL20.Count","AUDTYL20.Cumulative","AUDTYL20.Skip.to.Item"
"0 to 1.38","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
