"BAXFTC12.Code.or.Value","BAXFTC12.Value.Description","BAXFTC12.Count","BAXFTC12.Cumulative","BAXFTC12.Skip.to.Item"
"13","13",1,1,NA
".","Missing",1010,1011,NA
