"TYXP154.Code.or.Value","TYXP154.Value.Description","TYXP154.Count","TYXP154.Cumulative","TYXP154.Skip.to.Item"
"-297 to 15","Range of Values",5782,5782,NA
".","Missing",2687,8469,NA
