"RFXC039.Code.or.Value","RFXC039.Value.Description","RFXC039.Count","RFXC039.Cumulative","RFXC039.Skip.to.Item"
"-6.212 to 3.622","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
