"AUXLR276.Code.or.Value","AUXLR276.Value.Description","AUXLR276.Count","AUXLR276.Cumulative","AUXLR276.Skip.to.Item"
"-27 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
